10:21.5,n_puzzle1,0
15:58.0,n_puzzle2,0
17:28.0,n_puzzle3,0
18:58.5,n_puzzle4,0
20:38.5,n_puzzle5,0
21:52.4,n_iraira1,1
23:13.9,n_iraira2,2
24:28.7,n_iraira3,0
25:53.0,n_iraira4,2
27:44.8,n_iraira5,6
53:17.0,puzzle1-1,0
55:33.3,puzzle1-2,1
57:51.5,puzzle2-1,0
00:04.9,puzzle2-2,0
02:18.5,puzzle3-1,0
04:23.3,puzzle3-1,0
07:35.7,puzzle4-1,2
10:00.2,puzzle4-2,0
29:44.3,puzzle5-1,6
31:50.8,puzzle5-2,2
34:00.7,iraira1-1,4
36:06.4,iraira1-2,3
38:20.7,iraira2-1,2
40:35.5,iraira2-2,1
57:22.9,iraira3-1,2
59:47.2,iraira3-2,2
02:59.0,iraira4-1,6
06:44.6,iraira4-2,10
,iraira5-1,
,iraira5-2,
