2022-11-15 10:07:04.840225,irairabou1,1
2022-11-15 10:08:23.469750,irairabou2,0
2022-11-15 10:09:47.732165,irairabou3,1
2022-11-15 10:11:20.143952,irairabou4,1
2022-11-15 10:13:17.084376,irairabou5,2
2022-11-15 10:14:40.992821,puzzle_1,0
2022-11-15 10:16:05.547096,puzzle_1,0
2022-11-15 10:17:30.121540,puzzle_1,0
2022-11-15 10:19:12.483144,puzzle_1,0
2022-11-15 10:20:51.581578,puzzle_1,1
2022-11-15 10:39:43.906592,irairabou1,1
2022-11-15 10:41:25.797529,irairabou1,0
2022-11-15 10:42:54.545600,irairabou2,0
2022-11-15 10:44:17.692394,irairabou2,1
2022-11-15 10:46:00.426231,irairabou3,1
2022-11-15 10:47:37.166418,irairabou3,0
2022-11-15 11:04:18.835679,irairabou4,1
2022-11-15 11:06:17.933325,irairabou4,0
2022-11-15 11:09:03.133971,irairabou5,4
2022-11-15 11:12:02.730763,irairabou5,3
2022-11-15 11:29:30.391785,puzzle_1,0
2022-11-15 11:31:42.540594,puzzle_1,0
2022-11-15 11:33:54.811291,puzzle_1,0
2022-11-15 11:36:10.124367,puzzle_1,1
2022-11-15 11:38:54.692132,puzzle_1,0
2022-11-15 11:40:46.178555,puzzle_1,1
2022-11-15 11:43:39.570400,puzzle_1,0
2022-11-15 11:46:18.677350,puzzle_1,2
2022-11-15 11:48:45.985894,puzzle_1,0
2022-11-15 11:51:21.748196,puzzle_1,0
